-84.358439,33.752015
-84.35840000000002,33.752079
-84.35840399999999,33.752079
-84.358407,33.752085
-84.35837100000001,33.752096
-84.358313,33.752083
-84.358341,33.752042
-84.35834199999999,33.751948
-84.35834800000001,33.751801
-84.35835600000001,33.751314
-84.358385,33.750236
-84.359048,33.750201
-84.359165,33.749874
-84.359168,33.748331
-84.359144,33.748074
-84.35915199999999,33.747693
-84.35910199999999,33.746636
-84.359692,33.746626
-84.36138699999999,33.746663
-84.361772,33.746673
-84.362488,33.746702
-84.36449,33.746731
-84.365657,33.746743
-84.367662,33.746762
-84.36774,33.746724
-84.367907,33.746761
-84.36872200000001,33.74677
-84.369231,33.746788
-84.371053,33.746798
-84.374796,33.74685
-84.37841899999999,33.746901
-84.38020899999999,33.746924
-84.384232,33.74696
-84.385232,33.746966
-84.385851,33.74696
-84.38641700000001,33.746961
-84.38851699999999,33.746971
-84.389223,33.747292
-84.39038499999999,33.747938
-84.391165,33.748378
-84.39178699999999,33.748728
-84.39213700000001,33.748921
-84.392657,33.749198
-84.39274,33.749273
-84.39330699999999,33.749544
-84.393837,33.749842
-84.393891,33.749902
-84.39514699999999,33.75057
-84.395382,33.75063
-84.39664800000001,33.750616
-84.396917,33.750637
-84.397284,33.750581
-84.39792200000001,33.750364
-84.39894200000001,33.749837
-84.39919999999999,33.749596
-84.399337,33.749521
-84.399702,33.749231
-84.399816,33.749127
-84.40073,33.748397
-84.401203,33.748005
-84.40130499999999,33.747883
-84.40294299999999,33.746359
-84.40344,33.745959
-84.403509,33.74601
-84.40358000000001,33.745987
-84.40364800000002,33.745777
-84.40427699999999,33.745195
-84.404668,33.74483
-84.405542,33.744187
-84.40853799999999,33.743217
-84.40974799999999,33.742735
-84.40998,33.74267
-84.410072,33.742559
-84.41125599999999,33.741671
-84.411629,33.741349
-84.412159,33.740529
-84.41275,33.739051
-84.41284000000002,33.738509
-84.412874,33.737988
-84.412865,33.734875
-84.41316399999999,33.733418
-84.413599,33.732475
-84.415785,33.729459
-84.417108,33.727759
-84.417181,33.727703
-84.41773000000002,33.727131
-84.418126,33.726768
-84.418319,33.726602
-84.421639,33.72369
-84.42285699999999,33.722545
-84.423778,33.721384
-84.424013,33.721056
-84.42442699999999,33.720278
-84.424931,33.719172
-84.425099,33.71872
-84.425302,33.718115
-84.425409,33.718026
-84.42543800000001,33.718023
-84.425428,33.718001
-84.425434,33.718
-84.425465,33.718
-84.42547,33.717998
-84.42547100000002,33.717985
-84.42546299999999,33.718106
-84.425466,33.718225
-84.425601,33.718242
-84.425854,33.718207
-84.42644300000001,33.71803100000001
-84.427299,33.717695
-84.427386,33.717689
-84.42905399999999,33.716973
-84.430335,33.716374
-84.431349,33.715864
-84.43249000000002,33.715212
-84.433468,33.714778
-84.434298,33.71445700000001
-84.43751500000002,33.713477
-84.439331,33.712806
-84.440335,33.712418
-84.442105,33.711892
-84.44353099999999,33.711612
-84.44373899999999,33.711427
-84.443755,33.710999
-84.443775,33.709823
-84.44381,33.708716
-84.44385,33.707073
-84.443882,33.706191
-84.444031,33.705006
-84.444591,33.70426200000001
-84.444812,33.704055
-84.44537699999999,33.703703
-84.445517,33.703498
